,Date,Kangwon_sales,Kangwon_sales_prices,Kyonggi_sales,Kyonggi_sales_prices,Kyongsang_sales,Kyongsang_sales_prices,Seoul_sales,Seoul_sales_prices,Jeonla_sales,Jeonla_sales_prices,Chungcheong_sales,Chuncheong_sales_prices
679,11/10/2016,64,"8,527,620",93,"8,280,870",41,"5,257,800",106,"8,293,840",11,"1,341,700",59,"5,583,600"
680,11/11/2016,69,"9,863,820",122,"15,895,220",51,"6,409,320",45,"6,236,800",17,"1,214,300",56,"6,223,240"
681,11/12/2016,73,"14,368,700",93,"11,160,300",58,"5,894,360",24,"4,080,000",12,"1,231,020",54,"5,864,440"
682,11/13/2016,15,"2,338,800",87,"12,746,840",64,"6,536,700",32,"3,408,900",5,"885,000",37,"5,044,040"
683,11/14/2016,37,"5,254,713",71,"9,458,520",21,"1,617,300",55,"7,865,220",19,"1,573,800",32,"4,500,800"
684,11/15/2016,42,"4,345,940",72,"12,550,700",56,"5,053,540",63,"11,083,500",26,"4,356,400",104,"16,555,840"
685,11/16/2016,33,"5,926,120",87,"10,180,880",114,"9,640,800",44,"6,507,400",6,"835,700",53,"5,853,240"
686,11/17/2016,22,"2,665,020",92,"13,187,700",131,"11,145,900",31,"3,877,300",19,"1,549,140",26,"3,580,600"
687,11/18/2016,38,"5,228,000",55,"9,553,812",90,"6,686,440",54,"7,068,870",6,"763,400",56,"9,612,800"
688,11/19/2016,53,"8,696,860",113,"17,025,060",73,"7,731,540",32,"3,797,420",14,"1,083,400",43,"4,385,200"
689,11/20/2016,27,"2,336,020",54,"7,670,740",60,"8,215,120",17,"3,083,400",6,"863,500",42,"5,505,620"
690,11/21/2016,32,"3,618,600",59,"7,215,720",60,"5,342,780",34,"3,675,900",21,"1,937,660",52,"7,514,060"
691,11/22/2016,52,"10,712,220",106,"13,088,850",40,"2,246,640",47,"7,320,100",18,"2,288,760",63,"6,660,411"
692,11/23/2016,35,"8,498,320",73,"11,028,300",42,"4,776,200",76,"5,057,383",14,"1,666,000",63,"6,303,780"
693,11/24/2016,39,"4,087,060",83,"10,978,590",38,"3,456,620",52,"5,096,820",10,"761,300",53,"5,100,700"
694,11/25/2016,54,"7,059,310",90,"13,207,980",41,"4,200,700",136,"17,717,240",10,"482,400",32,"2,744,300"
695,11/26/2016,40,"4,227,240",100,"13,446,440",42,"3,456,560",33,"3,297,720",13,"1,083,400",48,"5,740,920"
696,11/27/2016,11,"1,840,000",96,"12,808,820",58,"6,503,100",22,"5,169,400",15,"1,198,600",26,"2,378,700"
697,11/28/2016,26,"1,839,420",80,"11,038,260",28,"4,713,200",37,"4,192,020",14,"1,501,720",41,"5,482,800"
698,11/29/2016,34,"4,183,520",114,"17,681,470",55,"5,880,440",43,"4,657,040",30,"2,772,100",76,"11,272,640"
699,11/30/2016,39,"9,416,200",98,"18,942,260",26,"4,340,420",52,"6,017,220",38,"2,759,800",71,"10,125,000"
700,12/1/2016,38,"5,680,760",85,"11,624,150",45,"6,469,020",49,"4,882,100",16,"1,773,300",106,"7,506,600"
701,12/2/2016,45,"4,988,540",96,"13,657,690",49,"6,363,100",40,"4,406,100",11,"825,600",51,"10,253,220"
702,12/3/2016,28,"3,811,800",81,"13,008,120",86,"8,846,100",43,"4,875,600",27,"1,929,500",67,"8,410,300"
703,12/4/2016,16,"1,565,520",69,"9,195,400",40,"3,682,120",34,"2,925,800",28,"2,127,720",45,"6,060,100"
704,12/5/2016,33,"5,259,420",71,"16,199,640",34,"3,791,320",64,"11,263,440",22,"1,771,120",66,"6,729,620"
705,12/6/2016,37,"5,216,500",111,"23,846,389",56,"6,637,940",19,"3,012,200",19,"2,144,420",67,"10,046,060"
706,12/7/2016,61,"7,011,900",93,"10,596,112",92,"19,830,140",62,"6,176,580",17,"1,826,020",73,"8,947,960"
707,12/8/2016,30,"4,549,300",84,"9,725,315",99,"11,878,520",50,"2,179,060",27,"3,104,160",53,"7,671,498"
708,12/9/2016,60,"9,720,100",96,"12,219,700",77,"6,995,660",51,"4,326,920",14,"1,224,800",31,"3,627,520"
709,12/10/2016,56,"6,893,540",82,"14,934,198",79,"8,288,540",28,"4,498,320",15,"1,228,700",25,"2,754,820"
710,12/11/2016,17,"5,737,600",64,"8,252,710",75,"7,785,040",27,"2,917,600",10,"660,500",54,"9,762,240"
711,12/12/2016,40,"5,438,820",81,"23,033,240",94,"8,481,800",77,"6,328,000",17,"1,676,660",93,"8,223,180"
712,12/13/2016,35,"7,350,420",60,"16,577,900",61,"5,627,800",73,"6,489,300",31,"2,762,300",95,"18,767,200"
713,12/14/2016,14,"2,423,000",99,"23,816,040",82,"8,743,909",68,"8,699,300",17,"1,637,520",73,"13,605,260"
714,12/15/2016,26,"7,298,360",185,"15,665,240",65,"6,060,700",65,"6,872,040",24,"2,831,800",39,"3,524,460"
715,12/16/2016,48,"5,154,880",75,"8,642,095",48,"5,779,220",48,"5,546,410",23,"3,050,520",35,"4,205,340"
716,12/17/2016,27,"3,434,240",68,"14,796,940",51,"6,848,900",42,"5,319,800",26,"2,050,920",42,"4,006,860"
717,12/18/2016,25,"2,317,220",67,"13,080,741",36,"4,649,860",22,"2,388,000",21,"2,046,600",24,"3,031,146"
718,12/19/2016,13,"3,824,300",44,"11,634,440",28,"8,191,700",95,"13,823,080",16,"2,214,420",36,"3,424,540"
719,12/20/2016,42,"5,997,200",134,"34,022,600",55,"5,169,120",42,"4,314,900",22,"2,327,620",87,"9,419,830"
720,12/21/2016,52,"12,763,876",181,"29,661,520",79,"9,656,700",56,"7,778,700",9,"1,025,420",55,"8,133,940"
721,12/22/2016,20,"2,286,620",106,"13,655,300",49,"5,523,500",35,"4,693,800",16,"799,920",34,"3,066,940"
722,12/23/2016,66,"10,326,880",107,"13,117,240",53,"8,464,140",29,"9,207,300",14,"1,179,720",56,"5,861,060"
723,12/24/2016,49,"10,633,740",91,"15,758,540",54,"5,864,900",30,"3,009,600",12,"1,708,400",44,"6,333,420"
724,12/25/2016,34,"3,591,700",48,"8,243,700",35,"4,994,060",33,"2,142,820",12,"1,898,600",22,"2,491,000"
725,12/26/2016,48,"7,937,700",85,"20,769,973",39,"4,449,100",25,"6,708,800",12,"1,043,600",42,"7,735,540"
726,12/27/2016,21,"2,539,700",87,"20,587,011",50,"6,428,820",44,"5,942,820",20,"1,943,200",44,"6,554,820"
727,12/28/2016,39,"5,882,700",141,"15,042,120",47,"3,853,940",18,"3,111,900",14,"1,845,900",46,"5,523,820"
728,12/29/2016,28,"4,330,700",54,"10,659,340",21,"3,489,020",12,"1,219,820",2,"118,000",30,"2,701,940"
729,12/30/2016,46,"5,642,800",84,"10,494,969",48,"4,724,060",21,"5,419,020",22,"1,814,520",38,"5,718,220"
730,12/31/2016,31,"2,790,140",94,"11,249,860",48,"7,353,720",22,"3,425,140",15,"1,292,300",55,"10,058,600"
731,1/1/2017,24,"4,431,200",65,"9,148,920",31,"6,706,200",11,"1,007,900",5,"627,600",12,"694,020"
732,1/2/2017,39,"4,783,320",55,"11,911,700",34,"4,440,520",108,"10,068,620",11,"1,472,600",32,"10,557,940"
733,1/3/2017,28,"2,824,100",86,"20,716,200",47,"8,262,260",55,"39,151,200",23,"2,621,500",90,"10,553,900"
734,1/4/2017,31,"4,624,320",79,"11,399,100",64,"9,170,000",35,"4,733,600",19,"1,705,900",55,"7,079,900"
735,1/5/2017,10,"693,400",102,"13,015,320",52,"6,013,900",46,"5,969,300",20,"1,442,700",40,"12,022,720"
736,1/6/2017,44,"4,960,820",77,"12,519,285",43,"3,919,940",57,"6,270,300",31,"2,402,100",51,"7,077,440"
737,1/7/2017,36,"4,500,400",130,"13,576,320",39,"3,177,280",31,"3,595,400",23,"2,656,000",45,"6,101,620"
738,1/8/2017,11,"3,648,100",77,"11,550,420",29,"4,000,000",22,"2,046,780",27,"2,569,420",39,"3,530,800"
739,1/9/2017,32,"4,474,700",73,"8,308,040",26,"4,234,500",46,"4,150,400",16,"1,428,300",77,"7,414,740"
740,1/10/2017,36,"5,555,900",119,"20,319,860",35,"4,537,920",51,"7,694,300",16,"2,059,200",54,"7,530,520"
741,1/11/2017,32,"3,776,920",60,"6,827,641",57,"7,168,400",32,"4,855,320",28,"1,519,140",50,"6,437,600"
742,1/12/2017,36,"5,195,220",91,"10,810,360",56,"7,281,420",30,"3,843,700",162,"3,407,000",55,"6,286,340"
743,1/13/2017,24,"5,092,600",89,"13,870,280",28,"6,148,820",35,"4,463,000",20,"1,268,800",30,"3,902,300"
744,1/14/2017,28,"2,724,200",77,"11,210,800",58,"5,155,520",21,"2,935,300",39,"1,708,000",30,"4,021,400"
745,1/15/2017,8,"3,969,100",52,"7,444,620",24,"3,071,600",8,"662,800",14,"895,000",18,"1,819,200"
746,1/16/2017,28,"3,557,800",99,"10,623,840",55,"4,581,300",36,"9,572,300",3,"581,500",23,"4,095,708"
747,1/17/2017,35,"4,336,360",100,"13,238,320",26,"3,206,900",33,"3,066,400",17,"1,254,820",37,"4,541,440"
748,1/18/2017,96,"20,461,658",287,"29,309,120",82,"7,853,800",100,"5,554,220",19,"1,627,600",73,"9,802,940"
749,1/19/2017,59,"9,979,000",179,"21,057,940",43,"4,448,500",56,"7,682,100",4,"1,567,000",87,"8,064,420"
750,1/20/2017,26,"2,783,200",84,"7,518,300",74,"9,862,960",71,"3,052,300",15,"980,600",43,"4,212,700"
751,1/21/2017,33,"5,338,120",207,"17,643,480",75,"9,025,520",61,"4,520,000",19,"1,329,900",41,"7,371,740"
752,1/22/2017,17,"4,900,700",128,"9,161,300",91,"8,850,620",16,"2,605,200",5,"394,500",24,"1,679,800"
753,1/23/2017,42,"4,108,300",109,"11,652,300",56,"6,500,240",49,"3,521,700",9,"993,200",51,"9,736,400"
754,1/24/2017,42,"5,604,400",141,"11,522,840",49,"5,519,400",40,"3,641,000",12,"966,900",55,"8,764,400"
755,1/25/2017,31,"7,284,100",65,"15,087,400",53,"3,864,800",27,"2,856,100",8,"975,320",57,"5,087,900"
756,1/26/2017,65,"7,381,320",52,"10,643,320",34,"2,941,220",21,"2,415,300",8,"737,000",50,"3,988,960"
757,1/27/2017,11,"1,621,100",48,"5,930,240",21,"2,073,320",17,"2,556,220",2,"138,900",14,"1,454,720"
758,1/28/2017,1,"101,000",6,"700,400",1,"99,000",2,"224,600",5,"455,000",1,"39,000"
759,1/29/2017,1,"269,000",40,"4,714,240",22,"2,154,840",6,"398,000",6,"496,000",6,"488,100"
760,1/30/2017,16,"2,481,400",58,"5,831,900",32,"3,282,300",26,"9,363,200",9,"830,020",34,"7,815,300"
761,1/31/2017,18,"2,913,000",92,"11,355,620",33,"2,694,920",26,"10,123,900",21,"2,708,300",75,"7,508,100"
762,2/1/2017,40,"3,702,720",120,"17,519,380",33,"2,887,340",67,"7,199,400",13,"1,239,100",67,"10,269,700"
763,2/2/2017,47,"4,614,200",63,"12,401,620",43,"6,413,000",64,"4,580,100",14,"1,674,900",50,"5,594,150"
764,2/3/2017,38,"10,419,600",124,"20,344,380",31,"2,456,620",93,"10,672,400",20,"1,927,500",69,"7,005,590"
765,2/4/2017,53,"8,708,660",136,"16,159,793",84,"8,548,300",256,"12,885,690",42,"2,574,920",57,"5,990,700"
766,2/5/2017,19,"1,588,400",125,"17,087,220",50,"5,267,840",34,"5,616,700",38,"2,977,540",31,"4,807,820"
767,2/6/2017,41,"4,104,600",91,"9,073,000",37,"7,669,300",112,"11,682,100",42,"2,601,820",61,"6,228,120"
768,2/7/2017,37,"3,542,700",109,"25,757,626",64,"4,944,800",143,"7,100,300",42,"3,131,500",63,"6,783,620"
769,2/8/2017,74,"13,763,500",181,"14,397,660",82,"8,633,100",111,"6,379,300",30,"2,575,400",71,"7,387,660"
770,2/9/2017,25,"3,091,600",117,"13,202,820",77,"5,965,140",64,"6,552,100",39,"2,867,300",49,"5,035,400"
771,2/10/2017,22,"2,722,800",79,"10,395,600",58,"4,680,740",35,"4,579,600",29,"3,056,120",66,"4,350,620"
772,2/11/2017,29,"6,538,300",104,"13,838,400",102,"8,178,120",108,"8,007,140",38,"2,946,620",44,"3,606,300"
773,2/12/2017,26,"5,032,920",106,"14,594,960",48,"4,316,500",13,"1,646,100",33,"2,520,540",58,"3,823,300"
774,2/13/2017,46,"8,655,600",90,"13,461,900",47,"3,658,720",49,"8,958,600",47,"4,102,320",36,"6,215,400"
775,2/14/2017,42,"6,374,020",66,"13,380,000",54,"5,297,120",46,"6,934,100",40,"3,361,200",73,"7,010,240"
776,2/15/2017,129,"11,499,300",268,"21,955,700",97,"9,138,120",183,"9,191,100",32,"1,699,940",72,"5,994,140"
777,2/16/2017,31,"3,755,000",375,"28,816,620",80,"6,046,320",35,"6,155,220",35,"2,529,600",55,"4,856,800"
778,2/17/2017,55,"5,822,620",260,"19,400,220",79,"6,347,900",93,"7,235,461",33,"2,830,600",103,"9,755,000"
779,2/18/2017,13,"1,128,400",203,"19,724,020",77,"5,920,100",44,"6,652,300",33,"2,410,800",80,"7,175,640"
780,2/19/2017,7,"5,577,900",181,"15,826,600",41,"2,506,100",8,"673,700",14,"1,216,700",41,"2,990,200"
781,2/20/2017,59,"8,525,600",80,"13,998,300",76,"6,293,300",32,"5,124,200",18,"1,682,600",46,"3,680,100"
782,2/21/2017,70,"13,902,900",164,"22,296,540",76,"5,171,500",19,"3,892,500",67,"5,911,200",76,"7,568,920"
783,2/22/2017,39,"4,874,100",66,"7,072,700",182,"12,610,840",44,"7,199,000",72,"4,562,700",54,"4,360,400"
784,2/23/2017,37,"5,066,000",99,"10,633,400",167,"10,847,800",56,"6,236,900",59,"3,658,300",41,"10,369,600"
785,2/24/2017,47,"4,163,700",91,"14,229,200",111,"9,015,000",56,"13,935,340",41,"2,575,020",112,"7,454,700"
786,2/25/2017,34,"4,290,800",150,"11,215,640",75,"7,145,800",56,"5,189,500",91,"5,421,620",75,"6,346,200"
787,2/26/2017,27,"2,841,100",93,"9,537,840",47,"3,612,700",36,"4,812,200",80,"3,973,600",56,"3,980,100"
788,2/27/2017,43,"3,662,500",58,"11,988,620",21,"3,612,400",41,"6,679,900",56,"4,306,720",55,"5,105,300"
789,2/28/2017,46,"5,409,900",172,"22,404,350",45,"5,895,400",69,"4,948,200",74,"4,978,040",49,"3,768,700"
790,3/1/2017,45,"6,900,600",393,"20,767,670",84,"11,252,700",260,"9,643,000",36,"2,386,500",65,"7,882,220"
791,3/2/2017,25,"2,777,020",345,"16,833,600",43,"5,365,200",52,"7,435,000",20,"1,236,900",41,"4,265,200"
792,3/3/2017,41,"5,751,300",250,"14,941,080",53,"5,339,300",64,"5,056,700",38,"2,326,500",41,"4,576,220"
793,3/4/2017,41,"5,037,400",173,"18,488,960",39,"3,241,700",115,"7,051,400",96,"5,219,320",51,"5,532,100"
794,3/5/2017,16,"2,378,400",132,"9,694,420",54,"5,261,100",89,"5,412,900",50,"3,673,700",31,"3,671,600"
795,3/6/2017,21,"2,493,200",104,"12,441,300",35,"3,630,300",39,"4,983,300",23,"2,084,700",60,"6,564,700"
796,3/7/2017,62,"7,127,300",90,"8,137,100",28,"2,728,800",74,"5,736,120",37,"4,843,700",40,"4,373,920"
797,3/8/2017,29,"3,288,900",128,"12,810,000",137,"9,309,400",41,"4,081,800",16,"4,327,700",40,"3,745,300"
798,3/9/2017,52,"6,610,200",80,"8,899,200",160,"13,190,140",29,"3,715,400",10,"1,412,000",28,"2,948,800"
799,3/10/2017,45,"5,151,300",106,"9,596,600",135,"11,855,090",30,"4,181,900",13,"2,127,000",54,"5,838,400"
800,3/11/2017,43,"4,886,700",260,"18,373,390",46,"4,856,700",45,"4,316,500",22,"1,961,000",117,"6,983,900"
801,3/12/2017,47,"4,396,100",135,"14,687,700",51,"5,992,400",261,"11,514,300",59,"7,650,900",55,"4,990,900"
802,3/13/2017,56,"8,820,300",58,"5,547,020",36,"3,071,600",83,"5,895,700",19,"2,005,100",41,"5,429,300"
803,3/14/2017,21,"2,385,600",194,"18,440,340",71,"6,375,900",51,"3,632,800",28,"3,021,500",49,"5,455,900"
804,3/15/2017,79,"8,343,150",124,"12,360,200",121,"9,582,700",74,"9,758,900",19,"3,236,700",79,"8,027,200"
805,3/16/2017,30,"3,271,700",186,"21,939,700",96,"6,493,900",49,"6,017,100",87,"14,071,650",66,"5,215,620"
806,3/17/2017,36,"4,840,400",241,"24,252,979",87,"7,349,700",39,"4,856,600",56,"13,146,300",49,"4,868,100"
807,3/18/2017,99,"12,926,100",238,"23,082,000",160,"11,039,800",117,"7,182,300",60,"6,929,400",105,"8,425,800"
808,3/19/2017,44,"5,345,300",150,"17,433,500",56,"5,570,400",59,"4,073,800",58,"4,161,300",33,"2,862,300"
809,3/20/2017,49,"4,830,800",128,"14,572,900",29,"2,816,520",46,"4,672,700",47,"6,088,500",40,"4,243,900"
810,3/21/2017,70,"7,446,950",248,"19,475,100",44,"4,452,700",43,"4,834,700",46,"5,063,350",53,"6,306,700"
811,3/22/2017,74,"8,969,800",198,"13,165,796",251,"12,031,800",58,"5,150,700",85,"9,868,550",37,"3,694,240"
812,3/23/2017,44,"5,921,684",165,"17,597,389",200,"9,195,800",35,"3,739,100",45,"4,646,300",21,"3,347,300"
813,3/24/2017,65,"12,091,520",206,"16,353,600",173,"7,806,400",286,"7,127,700",45,"4,875,100",104,"9,086,200"
814,3/25/2017,57,"6,178,063",163,"14,462,720",126,"9,912,644",132,"6,274,500",34,"3,898,300",61,"5,979,300"
815,3/26/2017,14,"1,929,900",178,"15,244,000",57,"6,085,400",22,"2,289,200",38,"4,091,450",53,"4,315,500"
816,3/27/2017,61,"6,819,550",75,"7,706,200",40,"3,376,700",43,"5,423,700",31,"3,545,400",39,"4,561,540"
817,3/28/2017,43,"6,036,990",135,"14,675,963",116,"8,285,000",24,"4,826,000",80,"5,271,000",103,"6,671,100"
818,3/29/2017,38,"3,709,380",115,"13,578,100",92,"6,957,400",25,"5,099,400",26,"2,609,600",60,"5,381,800"
819,3/30/2017,44,"4,681,390",114,"10,971,380",111,"6,474,800",25,"3,451,400",37,"3,554,000",48,"3,626,620"
820,3/31/2017,37,"3,480,580",158,"13,968,700",58,"4,591,100",84,"7,251,000",55,"4,668,300",85,"7,661,000"
821,4/1/2017,23,"2,542,800",150,"17,999,600",54,"5,244,000",190,"8,881,600",25,"2,588,300",56,"5,240,900"
822,4/2/2017,20,"2,155,200",137,"12,761,800",51,"5,093,600",117,"3,494,200",34,"3,636,800",29,"2,912,000"
823,4/3/2017,69,"8,764,300",86,"9,401,066",42,"3,939,400",120,"7,053,800",24,"2,414,400",45,"4,376,500"
824,4/4/2017,83,"7,265,800",173,"14,544,900",52,"4,951,700",111,"5,532,500",70,"4,769,900",50,"5,401,600"
825,4/5/2017,57,"6,606,300",141,"9,714,928",99,"7,674,800",127,"6,127,500",38,"3,613,900",34,"3,643,000"
826,4/6/2017,78,"8,344,600",216,"17,673,667",78,"7,239,200",73,"15,147,000",51,"3,493,800",45,"4,601,900"
827,4/7/2017,57,"6,090,800",194,"16,889,700",80,"6,281,300",41,"4,443,800",41,"3,454,400",69,"4,131,600"
828,4/8/2017,90,"9,644,900",235,"20,492,330",72,"6,761,100",47,"4,721,000",48,"4,076,600",66,"5,241,900"
829,4/9/2017,23,"2,026,200",118,"9,801,500",58,"5,011,800",59,"5,073,400",45,"4,127,400",47,"3,324,100"
830,4/10/2017,60,"6,404,400",122,"10,752,800",72,"5,957,300",82,"6,542,380",38,"3,348,100",25,"2,233,600"
831,4/11/2017,54,"6,231,800",202,"13,961,240",209,"15,786,020",40,"3,886,600",35,"2,700,800",64,"5,907,800"
832,4/12/2017,79,"8,078,000",186,"15,433,900",215,"17,922,620",54,"5,014,600",48,"4,708,200",128,"11,368,600"
833,4/13/2017,60,"5,979,000",112,"12,291,780",81,"8,172,100",34,"2,885,000",32,"3,242,000",74,"5,818,800"
834,4/14/2017,35,"2,885,400",144,"13,890,880",95,"8,644,700",83,"4,463,100",49,"12,545,400",76,"6,947,500"
835,4/15/2017,45,"4,223,000",169,"14,878,900",103,"10,653,200",369,"7,923,700",28,"2,898,400",143,"9,615,200"
836,4/16/2017,18,"1,530,700",158,"10,840,000",58,"6,616,100",211,"5,559,200",66,"5,416,100",56,"3,887,300"
837,4/17/2017,34,"3,598,200",152,"10,670,100",70,"5,132,350",134,"6,033,600",55,"4,333,500",79,"5,488,500"
838,4/18/2017,47,"5,363,500",131,"13,017,800",68,"6,062,400",27,"2,624,400",31,"3,259,200",34,"3,043,600"
839,4/19/2017,70,"7,202,700",133,"12,087,558",106,"9,786,500",46,"4,940,000",21,"2,061,100",56,"5,322,110"
840,4/20/2017,69,"6,891,000",159,"11,882,370",186,"8,488,600",51,"5,255,500",37,"3,120,100",52,"5,162,600"
841,4/21/2017,72,"7,796,154",161,"16,277,500",192,"12,284,300",84,"6,590,500",35,"2,595,700",62,"5,354,400"
842,4/22/2017,49,"4,425,325",161,"14,261,750",101,"9,053,700",85,"8,116,300",40,"3,088,700",72,"6,861,500"
843,4/23/2017,14,"1,767,500",111,"10,366,310",40,"2,951,400",70,"6,225,300",49,"4,543,400",44,"3,741,900"
844,4/24/2017,40,"3,765,400",127,"11,373,438",75,"6,222,800",46,"3,911,700",28,"3,258,700",51,"4,488,700"
845,4/25/2017,156,"14,149,235",119,"10,587,900",114,"8,438,900",74,"7,026,900",52,"3,983,600",82,"5,527,224"
846,4/26/2017,80,"6,720,500",616,"25,593,242",133,"7,761,100",260,"7,016,000",31,"3,909,100",105,"6,798,200"
847,4/27/2017,72,"7,536,700",321,"17,974,977",134,"9,325,600",69,"3,885,700",31,"2,623,000",66,"3,932,400"
848,4/28/2017,79,"7,459,800",261,"12,341,500",97,"6,625,700",98,"6,444,700",54,"6,567,300",84,"6,381,200"
849,4/29/2017,56,"5,481,300",219,"14,088,364",107,"8,909,500",71,"4,925,400",61,"4,773,700",74,"5,485,000"
850,4/30/2017,40,"3,634,900",280,"19,287,560",74,"5,295,300",109,"8,924,540",47,"4,909,200",68,"5,069,500"
851,5/1/2017,68,"6,546,900",112,"8,967,054",92,"9,218,100",65,"3,199,100",20,"2,030,500",29,"2,004,300"
852,5/2/2017,52,"5,063,000",113,"9,813,360",104,"8,289,600",50,"4,867,700",57,"4,054,400",60,"4,028,400"
853,5/3/2017,47,"4,371,309",148,"14,867,920",78,"6,573,000",46,"3,905,600",64,"3,573,700",48,"3,610,300"
854,5/4/2017,76,"7,721,400",156,"12,123,000",84,"6,568,300",32,"3,115,100",26,"2,043,600",49,"4,358,800"
855,5/5/2017,48,"4,631,900",101,"8,316,900",63,"5,747,400",69,"5,694,100",44,"3,555,200",70,"4,766,300"
856,5/6/2017,29,"4,302,000",100,"6,809,400",87,"7,198,400",21,"1,803,500",24,"2,326,100",32,"2,543,400"
857,5/7/2017,38,"3,181,500",175,"8,784,800",44,"4,314,300",232,"5,887,900",141,"6,962,600",59,"4,499,700"
858,5/8/2017,53,"4,399,700",129,"10,730,118",64,"4,805,900",52,"2,663,800",33,"3,187,500",36,"3,035,100"
859,5/9/2017,74,"6,964,900",101,"7,729,730",60,"4,605,000",105,"4,668,700",53,"3,476,400",50,"4,268,700"
860,5/10/2017,87,"9,221,400",127,"11,047,892",74,"7,255,400",109,"6,900,800",31,"5,204,800",57,"4,217,300"
861,5/11/2017,49,"5,035,100",152,"12,087,931",56,"4,500,200",176,"16,139,800",30,"2,595,100",49,"3,801,700"
862,5/12/2017,42,"4,062,000",219,"14,016,220",134,"9,728,800",213,"11,430,400",20,"1,948,900",125,"7,162,300"
863,5/13/2017,67,"6,063,900",182,"10,535,100",114,"7,253,800",158,"11,381,300",37,"3,730,100",120,"8,270,700"
864,5/14/2017,52,"4,988,600",168,"13,493,310",74,"6,114,900",103,"11,068,800",53,"4,011,300",81,"4,452,500"
865,5/15/2017,60,"6,590,100",95,"6,932,820",73,"4,413,000",90,"10,493,000",22,"2,395,200",76,"5,249,600"
866,5/16/2017,59,"4,613,800",272,"20,543,780",70,"5,936,600",77,"5,626,000",44,"4,051,400",82,"5,454,700"
867,5/17/2017,108,"9,850,637",392,"17,274,500",333,"14,079,000",222,"9,519,200",51,"4,548,000",41,"4,943,700"
868,5/18/2017,83,"7,633,600",386,"15,472,700",97,"7,640,900",68,"5,650,500",56,"5,554,000",66,"4,827,600"
869,5/19/2017,77,"7,565,600",261,"13,159,501",82,"6,704,300",80,"8,887,300",36,"2,827,600",79,"5,842,600"
870,5/20/2017,65,"8,732,300",219,"10,296,540",114,"8,801,800",103,"5,151,800",46,"4,677,900",78,"4,103,700"
871,5/21/2017,34,"3,292,100",160,"9,627,700",47,"3,734,500",38,"1,738,400",58,"5,630,100",78,"3,420,500"
872,5/22/2017,49,"5,065,500",118,"9,257,100",64,"5,358,700",139,"12,875,700",48,"4,109,900",32,"6,462,000"
873,5/23/2017,43,"4,602,800",92,"7,138,300",68,"5,553,300",55,"5,423,400",46,"4,342,200",44,"4,207,400"
874,5/24/2017,39,"3,323,800",280,"15,405,616",164,"8,733,708",226,"6,478,800",44,"3,767,900",115,"5,377,050"
875,5/25/2017,90,"8,229,800",150,"11,934,460",189,"10,473,300",217,"9,022,870",32,"3,375,800",76,"5,145,600"
876,5/26/2017,67,"6,303,200",151,"12,618,256",156,"8,316,900",179,"6,616,200",40,"2,929,200",70,"5,607,800"
877,5/27/2017,57,"5,462,400",88,"7,646,300",54,"5,055,900",56,"9,158,400",38,"3,744,000",41,"3,326,900"
878,5/28/2017,20,"1,764,600",56,"5,230,300",41,"5,996,500",28,"2,484,700",36,"3,061,700",50,"4,087,187"
879,5/29/2017,52,"4,414,800",142,"8,942,220",35,"3,206,200",32,"3,105,900",25,"2,466,800",35,"3,212,400"
880,5/30/2017,59,"4,935,700",115,"14,079,400",52,"3,201,400",162,"4,933,700",50,"3,985,900",138,"8,578,200"
881,5/31/2017,51,"4,538,300",407,"16,639,020",106,"6,438,000",103,"5,654,200",74,"6,847,800",80,"6,645,200"
882,6/1/2017,34,"2,821,100",206,"11,975,739",73,"6,628,200",54,"4,781,500",27,"2,991,200",61,"4,578,500"
883,6/2/2017,36,"2,934,600",225,"13,961,974",68,"5,627,100",29,"2,464,900",33,"3,235,700",47,"4,044,300"
884,6/3/2017,43,"4,131,200",143,"8,345,400",81,"7,251,300",57,"4,607,900",36,"3,197,600",63,"5,066,100"
885,6/4/2017,25,"1,945,400",136,"8,973,300",74,"6,597,800",44,"4,886,400",38,"3,508,300",28,"2,043,900"
